id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
8837,Men,Apparel,Bottomwear,Trousers,Cream,Summer,2011.0,Casual,Scullers Men Scul Cream Trousers,dados/fashion-dataset-roupas/images/8837.jpg
31126,Girls,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Gini and Jony Girls White Dress,dados/fashion-dataset-roupas/images/31126.jpg
24346,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Sports,ADIDAS Men Black Tracksuit,dados/fashion-dataset-roupas/images/24346.jpg
13867,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,dados/fashion-dataset-roupas/images/13867.jpg
6860,Women,Apparel,Bottomwear,Skirts,Black,Summer,2011.0,Casual,Forever New Women's Short Black Skirt,dados/fashion-dataset-roupas/images/6860.jpg
54688,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2012.0,Ethnic,Shree Women Pink & Black Printed Salwar Suit with Dupatta,dados/fashion-dataset-roupas/images/54688.jpg
14931,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Casual,Status Quo Men Check Navy Blue Shorts,dados/fashion-dataset-roupas/images/14931.jpg
51377,Men,Apparel,Bottomwear,Shorts,Khaki,Summer,2012.0,Casual,Myntra Men Khaki Shorts,dados/fashion-dataset-roupas/images/51377.jpg
42686,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Alma Women White Printed Kurta,dados/fashion-dataset-roupas/images/42686.jpg
30935,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Printed Kurti,dados/fashion-dataset-roupas/images/30935.jpg
12114,Women,Apparel,Topwear,Kurtis,Cream,Fall,2011.0,Ethnic,W Women Printed Cream Kurtis,dados/fashion-dataset-roupas/images/12114.jpg
38823,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2012.0,Casual,Latin Quarters Women Navy Blue Shirt,dados/fashion-dataset-roupas/images/38823.jpg
11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Jeans,dados/fashion-dataset-roupas/images/11318.jpg
49779,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2012.0,Casual,Little Miss Intimates White Printed Pyjama Set,dados/fashion-dataset-roupas/images/49779.jpg
54715,Women,Apparel,Apparel Set,Kurta Sets,Beige,Fall,2012.0,Ethnic,Shree Women Beige & Red Salwar Suit with Dupatta,dados/fashion-dataset-roupas/images/54715.jpg
1799,Men,Apparel,Bottomwear,Track Pants,White,Summer,2011.0,Sports,Domyos Men Blue & White Tracksuit,dados/fashion-dataset-roupas/images/1799.jpg
50657,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2016.0,Sports,Chromozome Men Black Lounge Shorts,dados/fashion-dataset-roupas/images/50657.jpg
11312,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Scullers Men Rugged Chinos Beige Trousers,dados/fashion-dataset-roupas/images/11312.jpg
19680,Women,Apparel,Topwear,Sweatshirts,Magenta,Summer,2011.0,Casual,United Colors of Benetton Women Solid Magenta Sweatshirt,dados/fashion-dataset-roupas/images/19680.jpg
50019,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,2015.0,Casual,Hanes Women Grey Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings,dados/fashion-dataset-roupas/images/50019.jpg
51351,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Blue Jeans,dados/fashion-dataset-roupas/images/51351.jpg
33208,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,Sepia Women Printed Grey Tunic,dados/fashion-dataset-roupas/images/33208.jpg
31352,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Locomotive Men Navy Blue Jeans,dados/fashion-dataset-roupas/images/31352.jpg
37202,Girls,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,United Colors of Benetton Girls Washed Grey Jeans,dados/fashion-dataset-roupas/images/37202.jpg
24291,Men,Apparel,Topwear,Sweatshirts,Grey Melange,Fall,2012.0,Casual,Quick Silver Men Grey Melange Zip-up Sweatshirt,dados/fashion-dataset-roupas/images/24291.jpg
50895,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Prafful Green & Cream Printed Sari,dados/fashion-dataset-roupas/images/50895.jpg
13828,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Solid Navy Blue Sweaters,dados/fashion-dataset-roupas/images/13828.jpg
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,dados/fashion-dataset-roupas/images/27614.jpg
13345,Women,Apparel,Bottomwear,Capris,White,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid White Capris,dados/fashion-dataset-roupas/images/13345.jpg
52512,Women,Apparel,Loungewear and Nightwear,Bath Robe,Red,Winter,2015.0,,Red Rose Red Striped Bath Robe,dados/fashion-dataset-roupas/images/52512.jpg
44881,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Puma Men Black Track Pants,dados/fashion-dataset-roupas/images/44881.jpg
8469,Women,Apparel,Topwear,Tunics,Black,Fall,2011.0,Casual,Scullers For Her Women Lace Black Tunics,dados/fashion-dataset-roupas/images/8469.jpg
44687,Women,Apparel,Dress,Dresses,Peach,Summer,2012.0,Casual,Wills Lifestyle Women Peach A-Line Dress,dados/fashion-dataset-roupas/images/44687.jpg
23870,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,ADIDAS Men Black  Track Pant,dados/fashion-dataset-roupas/images/23870.jpg
52432,Women,Apparel,Loungewear and Nightwear,Nightdress,Navy Blue,Winter,2015.0,Casual,Red Rose Navy Blue & White Nightdress,dados/fashion-dataset-roupas/images/52432.jpg
30735,Men,Apparel,Bottomwear,Churidar,Beige,Summer,2012.0,Ethnic,Fabindia Men Beige Churidar,dados/fashion-dataset-roupas/images/30735.jpg
12289,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Genesis Men Solid Black Trousers,dados/fashion-dataset-roupas/images/12289.jpg
23044,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2011.0,Casual,Arrow Woman Brown Jeggings,dados/fashion-dataset-roupas/images/23044.jpg
37580,Girls,Apparel,Bottomwear,Shorts,Pink,Winter,2012.0,Casual,Madagascar 3 Girls Pink Shorts,dados/fashion-dataset-roupas/images/37580.jpg
49993,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Grey,Summer,2016.0,Casual,Hanes Men Grey Shorts,dados/fashion-dataset-roupas/images/49993.jpg
33501,Women,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Doodle Kids Girl  Pink Capris,dados/fashion-dataset-roupas/images/33501.jpg
37563,Girls,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Boys White Snapsuit Romper,dados/fashion-dataset-roupas/images/37563.jpg
21151,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,S.Oliver Men Blue Sweater,dados/fashion-dataset-roupas/images/21151.jpg
9072,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts,dados/fashion-dataset-roupas/images/9072.jpg
8452,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Rain Blue Top Blue Tops,dados/fashion-dataset-roupas/images/8452.jpg
27272,Women,Apparel,Topwear,Kurtis,Green,Fall,2011.0,Ethnic,Mother Earth Women Printed Green Kurti,dados/fashion-dataset-roupas/images/27272.jpg
3967,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink & Beige Long Top,dados/fashion-dataset-roupas/images/3967.jpg
19336,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Jacket,dados/fashion-dataset-roupas/images/19336.jpg
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans,dados/fashion-dataset-roupas/images/39381.jpg
42320,Women,Apparel,Saree,Sarees,Purple,Summer,2012.0,Ethnic,Prafful Purple Crepe Printed Saree,dados/fashion-dataset-roupas/images/42320.jpg
59374,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Printed Kurta,dados/fashion-dataset-roupas/images/59374.jpg
16613,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Genesis Men Stripes Grey Trouser,dados/fashion-dataset-roupas/images/16613.jpg
39479,Women,Apparel,Topwear,Kurtis,Brown,Summer,2012.0,Ethnic,Diva Women Brown Kurti,dados/fashion-dataset-roupas/images/39479.jpg
8758,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Sports,Puma Women Move Dance Black Capri,dados/fashion-dataset-roupas/images/8758.jpg
28774,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aurelia Women Printed Red Kurti,dados/fashion-dataset-roupas/images/28774.jpg
41972,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Summer Up Blue Top,dados/fashion-dataset-roupas/images/41972.jpg
21162,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,s.Oliver Women Solid Pink Sweater,dados/fashion-dataset-roupas/images/21162.jpg
34338,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Blood Lust Purple T-shirt,dados/fashion-dataset-roupas/images/34338.jpg
27196,Girls,Apparel,Dress,Dresses,Yellow,Summer,2012.0,Casual,Doodle Girls Yellow Dress,dados/fashion-dataset-roupas/images/27196.jpg
18726,Women,Apparel,Topwear,Sweaters,Brown,Fall,2011.0,Casual,Arrow Woman Venetia Brown Sweater,dados/fashion-dataset-roupas/images/18726.jpg
17908,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Nike Men Sptcas Blue Sweatshirt,dados/fashion-dataset-roupas/images/17908.jpg
24561,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Lee Men Smithon Blue Shirt,dados/fashion-dataset-roupas/images/24561.jpg
58526,Men,Apparel,Topwear,Rain Jacket,Blue,Summer,2015.0,Casual,Wildcraft Men Blue Rain Jacket,dados/fashion-dataset-roupas/images/58526.jpg
23053,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Arrow Woman Purple Printed Top,dados/fashion-dataset-roupas/images/23053.jpg
9980,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men As Sideline J Black Jackets,dados/fashion-dataset-roupas/images/9980.jpg
41695,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Superman Men Navy Blue Printed Shorts,dados/fashion-dataset-roupas/images/41695.jpg
18867,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Knits Panel Shorts,dados/fashion-dataset-roupas/images/18867.jpg
13307,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Gini and Jony Kids Solid Black Trousers,dados/fashion-dataset-roupas/images/13307.jpg
29174,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,United Colors of Benetton Men Brown Trousers,dados/fashion-dataset-roupas/images/29174.jpg
50338,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurti,dados/fashion-dataset-roupas/images/50338.jpg
57084,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Elle Women Blue Skirt,dados/fashion-dataset-roupas/images/57084.jpg
48472,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,French Connection Black Dress,dados/fashion-dataset-roupas/images/48472.jpg
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Summer,2012.0,Ethnic,Fabindia Girls Printed Magenta Salwar,dados/fashion-dataset-roupas/images/30731.jpg
25039,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,Nike Men T90 Black Shorts,dados/fashion-dataset-roupas/images/25039.jpg
41393,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Wrangler Men Purple Shirt,dados/fashion-dataset-roupas/images/41393.jpg
34954,Women,Apparel,Saree,Sarees,Beige,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,dados/fashion-dataset-roupas/images/34954.jpg
17165,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,U.S. Polo Assn. Men Maroon & White Check Shirt,dados/fashion-dataset-roupas/images/17165.jpg
51591,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Giselle Jeans,dados/fashion-dataset-roupas/images/51591.jpg
30811,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Churidar,dados/fashion-dataset-roupas/images/30811.jpg
50032,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue Relaxed Sports Pants,dados/fashion-dataset-roupas/images/50032.jpg
19104,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011.0,Ethnic,Mother Earth Women Printed Beige Kurta,dados/fashion-dataset-roupas/images/19104.jpg
33750,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,Vero Moda Women Red Tunic,dados/fashion-dataset-roupas/images/33750.jpg
33146,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Blue Shorts,dados/fashion-dataset-roupas/images/33146.jpg
16214,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Sports,Puma Men Heroes Navy Blue Track Pant,dados/fashion-dataset-roupas/images/16214.jpg
12674,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,Probase Men Solid Olive Cargos,dados/fashion-dataset-roupas/images/12674.jpg
25896,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Femella Women Black Skinny Leggings,dados/fashion-dataset-roupas/images/25896.jpg
4462,Men,Apparel,Topwear,Jackets,Black,Summer,2011.0,Sports,Nike Men Track Black Jacket,dados/fashion-dataset-roupas/images/4462.jpg
12148,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011.0,Ethnic,Aurelia Women Blue Kurti,dados/fashion-dataset-roupas/images/12148.jpg
53047,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,dados/fashion-dataset-roupas/images/53047.jpg
59878,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012.0,Casual,Femella Women Black Stockings,dados/fashion-dataset-roupas/images/59878.jpg
35436,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Girls Washed Blue Shorts,dados/fashion-dataset-roupas/images/35436.jpg
14699,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Basics Men Black Trousers,dados/fashion-dataset-roupas/images/14699.jpg
53812,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2012.0,Ethnic,Ayaany Women Black Patiala Kurta Set,dados/fashion-dataset-roupas/images/53812.jpg
22463,Women,Apparel,Bottomwear,Leggings,Maroon,Fall,2011.0,Casual,Myntra Women Maroon Leggings,dados/fashion-dataset-roupas/images/22463.jpg
47049,Women,Apparel,Bottomwear,Salwar,Purple,Fall,2012.0,Ethnic,Shree Women Red & Blue Jodhpuri Salwar,dados/fashion-dataset-roupas/images/47049.jpg
9256,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,dados/fashion-dataset-roupas/images/9256.jpg
6784,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Timberland Men Pelham Plaid Blue Shirt,dados/fashion-dataset-roupas/images/6784.jpg
45095,Women,Apparel,Loungewear and Nightwear,Night suits,Silver,Winter,2015.0,Casual,Bwitch Silver Pyjama Set,dados/fashion-dataset-roupas/images/45095.jpg
28991,Women,Apparel,Apparel Set,Kurta Sets,Off White,Summer,2012.0,Ethnic,Biba Outlet Women Off-White Printed A-Line Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/28991.jpg
52883,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Printed Blue Sari,dados/fashion-dataset-roupas/images/52883.jpg
10056,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Sports,ADIDAS Men Cfc Pes Black Tracksuits,dados/fashion-dataset-roupas/images/10056.jpg
12533,Women,Apparel,Topwear,Jackets,Purple,Fall,2011.0,Casual,Puma Women Solid Purple Jackets,dados/fashion-dataset-roupas/images/12533.jpg
50672,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey Melange,Summer,2018.0,Sports,Chromozome Men Grey Melange Ranger Lounge Pants S-5429,dados/fashion-dataset-roupas/images/50672.jpg
11126,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Urban Yoga Women Solid Blue Track Pants,dados/fashion-dataset-roupas/images/11126.jpg
31061,Women,Apparel,Topwear,Dupatta,Rust,Summer,2012.0,Ethnic,Fabindia Women Rust Dupatta,dados/fashion-dataset-roupas/images/31061.jpg
14024,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Nike Men Solid Black Shorts,dados/fashion-dataset-roupas/images/14024.jpg
31774,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Global Desi Women Printed Maroon Kurta,dados/fashion-dataset-roupas/images/31774.jpg
42973,Women,Apparel,Bottomwear,Swimwear,Magenta,Winter,2015.0,Casual,Amante Magenta Swimsuit WFSD05,dados/fashion-dataset-roupas/images/42973.jpg
14029,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Women Solid Grey Track Pants,dados/fashion-dataset-roupas/images/14029.jpg
29291,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Striped Green Shirt,dados/fashion-dataset-roupas/images/29291.jpg
57197,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women BlueTunic,dados/fashion-dataset-roupas/images/57197.jpg
32228,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Kurta,dados/fashion-dataset-roupas/images/32228.jpg
33160,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Sepia Women Hip Street Blue Tunic,dados/fashion-dataset-roupas/images/33160.jpg
24848,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Blue Jeans,dados/fashion-dataset-roupas/images/24848.jpg
16567,Women,Apparel,Dress,Dresses,Red,Fall,2011.0,Casual,AND by Anita Dongre Women Printed Red Dresses,dados/fashion-dataset-roupas/images/16567.jpg
33195,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Sepia Women Pink Tunic,dados/fashion-dataset-roupas/images/33195.jpg
32410,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Sports,ADIDAS Women Blue Leggings,dados/fashion-dataset-roupas/images/32410.jpg
57811,Women,Apparel,Dress,Jumpsuit,Purple,Fall,2012.0,Casual,United Colors of Benetton Women Purple  Jumpsuit,dados/fashion-dataset-roupas/images/57811.jpg
22749,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta,dados/fashion-dataset-roupas/images/22749.jpg
55801,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Nightdress,dados/fashion-dataset-roupas/images/55801.jpg
20226,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Wrangler Women Shawl Collar Blue Sweater,dados/fashion-dataset-roupas/images/20226.jpg
36256,Men,Apparel,Loungewear and Nightwear,Night suits,Grey,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Navy Blue Pyjama Set,dados/fashion-dataset-roupas/images/36256.jpg
29402,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Genesis Men Black Trousers,dados/fashion-dataset-roupas/images/29402.jpg
33715,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Pieces Women Blue Jeggings,dados/fashion-dataset-roupas/images/33715.jpg
33057,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Black Shirt,dados/fashion-dataset-roupas/images/33057.jpg
13049,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Spykar Men Stripes Black Sweaters,dados/fashion-dataset-roupas/images/13049.jpg
21921,Women,Apparel,Topwear,Tunics,Pink,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Multi Tunic,dados/fashion-dataset-roupas/images/21921.jpg
43649,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,ONLY Women Blue Tunic,dados/fashion-dataset-roupas/images/43649.jpg
34948,Women,Apparel,Topwear,Dupatta,Red,Summer,2012.0,Ethnic,Fabindia Red Hand Printed Chanderi Dupatta,dados/fashion-dataset-roupas/images/34948.jpg
39812,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Peter England Men Black Formal Trousers,dados/fashion-dataset-roupas/images/39812.jpg
38357,Men,Apparel,Bottomwear,Tracksuits,Red,Summer,2016.0,Casual,2go Active Gear USA Men Red Bjorn Track Pants,dados/fashion-dataset-roupas/images/38357.jpg
59618,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red & Gold Printed Collection for Wedding Sari,dados/fashion-dataset-roupas/images/59618.jpg
15129,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Arrow Sport Men Solid DK.Grey Trousers,dados/fashion-dataset-roupas/images/15129.jpg
25930,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Casual,Femella Women Black Skirt,dados/fashion-dataset-roupas/images/25930.jpg
24269,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Quiksilver Men Grey Printed T-shirt,dados/fashion-dataset-roupas/images/24269.jpg
18631,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men GP Speed Navy Blue Tshirts,dados/fashion-dataset-roupas/images/18631.jpg
20241,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Women Printed Black T-shirt,dados/fashion-dataset-roupas/images/20241.jpg
28627,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Longer Knit Black Shorts,dados/fashion-dataset-roupas/images/28627.jpg
18001,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2011.0,Sports,Puma Women Black Essential Skinny Capris,dados/fashion-dataset-roupas/images/18001.jpg
24533,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Mother Earth Women Pink Printed Kurta,dados/fashion-dataset-roupas/images/24533.jpg
51798,Women,Apparel,Loungewear and Nightwear,Nightdress,Gold,Summer,2016.0,Casual,Bwitch Golden Coloured Nightdress,dados/fashion-dataset-roupas/images/51798.jpg
21907,Women,Apparel,Apparel Set,Kurta Sets,Blue,Fall,2011.0,Ethnic,Biba Women Blue Printed Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/21907.jpg
34599,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,dados/fashion-dataset-roupas/images/34599.jpg
15632,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Women AS Regular DF Cotton Black Track Pants,dados/fashion-dataset-roupas/images/15632.jpg
18573,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Puma Men Striped Full Zip Blue Sweater,dados/fashion-dataset-roupas/images/18573.jpg
20005,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Blue Printed Top,dados/fashion-dataset-roupas/images/20005.jpg
57994,Women,Apparel,Dress,Dresses,Brown,Fall,2012.0,Casual,Latin Quarters Women Brown Printed Dress,dados/fashion-dataset-roupas/images/57994.jpg
42331,Women,Apparel,Saree,Sarees,Navy Blue,Summer,2012.0,Ethnic,Prafful Navy Crepe Printed Saree,dados/fashion-dataset-roupas/images/42331.jpg
58560,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,Puma Women Navy Blue Jeans,dados/fashion-dataset-roupas/images/58560.jpg
40395,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White & Grey Striped Top,dados/fashion-dataset-roupas/images/40395.jpg
26160,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men  Navy Blue Trouser,dados/fashion-dataset-roupas/images/26160.jpg
57213,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeggings,dados/fashion-dataset-roupas/images/57213.jpg
20304,Women,Apparel,Topwear,Sweaters,Maroon,Fall,2011.0,Casual,Jealous 21 Women Stripes Maroon Sweater,dados/fashion-dataset-roupas/images/20304.jpg
30759,Men,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Men Printed Black Kurta,dados/fashion-dataset-roupas/images/30759.jpg
7947,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Puma Men's Graphic White Navy T-shirt,dados/fashion-dataset-roupas/images/7947.jpg
57194,Women,Apparel,Topwear,Tunics,Yellow,Summer,2012.0,Casual,Elle Women Yellow Vintage Tunic,dados/fashion-dataset-roupas/images/57194.jpg
31106,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,dados/fashion-dataset-roupas/images/31106.jpg
53002,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple Printed Sari,dados/fashion-dataset-roupas/images/53002.jpg
23337,Women,Apparel,Topwear,Dupatta,Brown,Fall,2011.0,Ethnic,W Women Brown Dupatta,dados/fashion-dataset-roupas/images/23337.jpg
58491,Women,Apparel,Bottomwear,Shorts,Olive,Fall,2012.0,Casual,Tonga Women Olive Shorts,dados/fashion-dataset-roupas/images/58491.jpg
46412,Men,Apparel,Topwear,Jackets,White,Summer,2012.0,Sports,ADIDAS Men White & Blue Jacket,dados/fashion-dataset-roupas/images/46412.jpg
31065,Women,Apparel,Topwear,Dupatta,Lavender,Summer,2012.0,Ethnic,Fabindia Women Kota Silk Lavender Dupatta,dados/fashion-dataset-roupas/images/31065.jpg
15612,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Men AS Thermal Grey Track Pants,dados/fashion-dataset-roupas/images/15612.jpg
14986,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Printed Navy Blue Sweatshirts,dados/fashion-dataset-roupas/images/14986.jpg
10715,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Nike Women Training sports bra Black Tops,dados/fashion-dataset-roupas/images/10715.jpg
2851,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mr.Men Men's Just Mediating Mr.Lazy Blue T-shirt,dados/fashion-dataset-roupas/images/2851.jpg
25598,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Black & Pink Printed Churidar Kurta with Dupatta,dados/fashion-dataset-roupas/images/25598.jpg
